src_Geographer_2202,src_FuzzyTemporalInterval_2317
src_Intra-State-Group_3013,src_Scientist_8
src_Settlement_612,src_Period-in-Office_3413
src_Period_4679,src_Abstract-Notion_2583
src_Illness_4896,src_Life-Event_2631
src_Economic-Enterprise_2784,src_Period-in-Office_420
src_Object_3664,src_Sportsman_4944
src_Conductor_4878,src_Scandal_2698
src_Ideology_3084,src_Pastime_4200
src_Period-in-Office_3667,src_Illness_1777
src_Geographical-Region_2277,src_Secular-Movement_2933
src_Physician_1223,src_Sportsman_2218
src_Movement_1221,src_Musician_4300
src_Foreign-Minister_863,src_Sculpture_2487
src_Actor_3649,src_Landmark_1844
src_Social-Group_3233,src_Board_1590
src_Newspaper_3641,src_Badge_1504
src_Fictional-Person_1965,src_Water_4877
src_Art-Form_3638,src_Economist_4899
src_Cathedral_1005,src_Ship_1724
src_Armament_955,src_Cleric_2843
src_Scientist_3589,src_Artistic-Movement_4304
src_Management-Organisation_3501,src_Economist_360
src_Scientific-Instrument_3675,src_Sultan_2732
src_Meeting_1394,src_Creator_4347
src_Train_4071,src_Badge_239
src_Ideology_4037,src_Food_4441
src_Philanthropist_3932,src_Painting_2842
src_Vehicle_904,src_Election_4440
src_Film-Maker_1877,src_Secular-Movement_609
src_Fictional-Event_2599,src_Political-Organisation_318
src_Piece-of-Music_2304,src_Scandal_3919
src_Secular-Movement_995,src_Entertainer_4623
src_Fictional-Event_1862,src_Masonic-Lodge_1996
src_Animal_284,src_Professor_4397
src_Head-of-Government_200,src_Crime_472
src_Prince_2814,src_Flavour_783
src_Structure_3571,src_Board_2462
src_Political-Symbol_3637,src_Ritual_4788
src_Time-Dependent_1308,src_Period-in-Office_4
src_Secular-Movement_584,src_Object_2991
src_Dancer_2700,src_Location-Part-Relation_1975
src_Organisation_137,src_Scientific-Instrument_3490
src_Measurable-Trend_3101,src_Country_2473
src_Conceptual-Object_2538,src_Clerical-Leader_164
src_Geographer_1043,src_Social-Stratum_2645
src_Ecclesiarch_921,src_Politician_3357
src_Church_3804,src_Animal_4879
src_Ecclesiarch_1748,src_Ritual_119
src_Physician_3024,src_Geographical-Region_2621
src_Head-of-State_3997,src_Intellectual-Movement_1580
src_Movement_3112,src_Sultan_3818
src_League_2472,src_Artist_2500
src_Train_3514,src_Politician_4856
src_Piece-of-Music_1063,src_Religious-Movement_3110
src_Village_1555,src_Physician_1019
src_Country_3676,src_Legislation_3179
src_Pastime_3499,src_Person-Role_2586
src_Cultural-Agreement_4231,src_Emperor_4464
src_Flavour_1588,src_Economist_3399
src_Legislation_2059,src_Film-Maker_4298
src_Emperor_1451,src_Political-Symbol_147
src_Painting_4485,src_Dynasty_4401
src_Ship_3341,src_Trial_2597
src_Publisher_1284,src_Treaty_1031
src_Foreign-Minister_1235,src_Conductor_3042
src_Jurist_3242,src_Diplomat_1552
src_Writing_3318,src_Armament_2891
src_Queen_3872,src_Musician_3786
src_Legislation_2450,src_Social-Stratum_1748
src_Geographical-Feature_4173,src_University_964
src_Water_391,src_Population-Movement_3320
src_Category_2000,src_University_2648
src_Geographical-Feature_2619,src_Economic-Process_4776
src_Treaty_3089,src_Country_810
src_Economic-Process_696,src_Engineer_4627
src_Scientific-Instrument_3979,src_Artefact_1520
src_Geographical-Region_548,src_Composer_3061
src_Relic_2557,src_Clerical-Leader_65
src_Food_2867,src_Religious-Community_3378
src_Psychologist_2875,src_Object_2464
src_Village_4967,src_Geographical-Region_3305
src_Dynasty_4945,src_Leader_4809
src_Film-Maker_4872,src_Non-Military-Conflict_2467
src_Book_2072,src_Musician_744
src_Political-Symbol_2548,src_Sportsman_2706
src_Film-Maker_1167,src_Person-Role_4574
src_VicodiOI_1128,src_Scandal_701
src_Religious-Movement_3779,src_Public-Oration_4917
src_Pollution_2043,src_Time-Dependent-Relation_3416
src_Treaty_2254,src_Criminal_4449
src_Artist_1626,src_Business-Leader_1678
src_Masonic-Lodge_3179,src_Flavour_806
src_Newspaper_894,src_Leader_3017
src_Period-in-Office_1527,src_Economic-Enterprise_2782
src_Criminal_2623,src_Church-Reformer_2021
src_Treaty_2138,src_Entertainer_1722
src_King_684,src_Train_1730
src_Scandal_4675,src_Economic-Symbol_4334
src_Professor_3400,src_Geographical-Feature_2633
src_Book_2247,src_Intra-State-Group_455
src_Relic_3558,src_Life-Event_3532
src_Artist_2075,src_TemporalInterval_1613
src_Book_3574,src_Artistic-Movement_3503
src_Idea_1469,src_Religious-Leader_2115
src_Conductor_757,src_Political-Region_2339
src_Musician_2622,src_National-Symbol_2980
src_Country_1480,src_Geographer_3639
src_Economic-Process_3554,src_Secular-Movement_4597
src_Abbey_65,src_Saint_2823
src_Category_1173,src_Time-Dependent_4760
src_International-Alliance_3047,src_Uprising_3335
src_Time_231,src_Jurist_708
src_Social-Group_411,src_Political-Symbol_4518
src_Painter_561,src_Movement_623
src_Fictional-Event_1613,src_Dynasty_3942
src_Abstract-Notion_3390,src_Time-Dependent-Relation_534
src_Geographical-Discovery_4938,src_Governmental-Organisation_3967
src_Social-Stratum_1290,src_Intra-State-Group_1089
src_Scandal_2345,src_Inventor_657
src_Church_2582,src_Cathedral_2898
src_Military-Person_2360,src_International-Alliance_3521
src_Ritual_225,src_Foreign-Minister_4156
src_Cathedral_1131,src_Event_2079
src_Structure_2575,src_Social-Stratum_4413
src_Astronaut_3229,src_Environment_1992
src_Life-Event_2918,src_Representative-Institution_4742
src_Time-Dependent-Relation_1253,src_Sultan_4280
src_Economic-Symbol_2972,src_Emperor_1535
src_Dynasty_3986,src_Clothing_4381
src_Public-Oration_698,src_Economic-Process_4662
src_Natural-Object_1279,src_Building_1841
src_Political-Organisation_4139,src_Artistic-Style_1214
src_Individual_3471,src_Technical-Scientific-Advance_3622
src_Church-Reformer_1821,src_Artistic-Style_90
src_Structure_1497,src_Saint_857
src_Animal_606,src_Geographical-Feature_1153
src_Crime_4540,src_Clerical-Leader_1105
src_Painter_3279,src_Trades-Union_728
src_Trade-Association_3460,src_Magnate_2630
src_Social-Stratum_2580,src_Other-Religious-Person_3734
src_Pamphlet_3523,src_Measurable-Trend_3996
src_Clothing_4266,src_Ship_4737
src_Writing_3408,src_Monastery_2839
src_Ecclesiarch_319,src_Painter_4803
src_Professor_4275,src_Economic-Symbol_4679
src_Person_3894,src_Board_177
src_Physician_1918,src_Artist_539
src_Queen_3304,src_Organisation_2671
src_Train_2213,src_Dancer_4743
src_Church_1938,src_Economic-Process_2791
src_Sportsman_1958,src_University_2776
src_Governmental-Organisation_1429,src_Secular-Movement_4801
src_Social-Group_2978,src_Work-of-Art_2411
src_Country_4201,src_Liturgical-Object_2690
src_Emperor_337,src_Person-Role_2075
src_Head-of-State_2688,src_Secular-Movement_3551
src_City_1449,src_Management-Organisation_4971
src_Water_2129,src_Artefact_360
src_Public-Oration_736,src_Religious-Symbol_4157
src_Person_3666,src_Social-Group_2031
src_Object_1245,src_Entertainer_3931
src_Military-Person_3493,src_Actor_3976
src_Prince_3650,src_Cathedral_1836
src_Religious-Leader_2515,src_Party_3801
src_Cleric_4532,src_Time-Dependent-Relation_1315
src_Illness_2611,src_Business-Leader_2136
src_Head-of-Government_2449,src_Intellectual-Movement_365
src_Secular-Leader_955,src_Sportsman_1858
src_Animal_2640,src_Political-Symbol_1081
src_Jurist_2533,src_Artistic-Movement_4888
src_Ritual_4044,src_Politician_407
src_Treaty_28,src_Artistic-Movement_4368
src_Dynasty_1545,src_Ship_4148
src_Pope_3548,src_Secular-Ideology_740
src_Food_3725,src_Discoverer_1234
src_Individual_4036,src_Board_4004
src_Secular-Leader_1296,src_Illness_1369
src_Intellectual-Construct_1703,src_Movement_2196
src_Legislation_2308,src_Pamphlet_1347
src_Relic_1278,src_Symbol_1499
src_Scientist_4340,src_Disease_2713
src_Economic-Organisation_2327,src_Sportsman_1615
src_Train_4680,src_Jurist_2593
src_Dynasty_4705,src_Masonic-Lodge_4171
src_Religious-Practice_808,src_Intra-State-Group_3961
src_Prince_4325,src_Economic-Process_554
src_Criminal_3780,src_Language_3794
src_Clerical-Leader_4830,src_Clothing_1283
src_Geographical-Feature_4138,src_Election_4791
src_Economic-Organisation_3137,src_Scandal_1629
src_Settlement_895,src_Architect_4773
src_Fictional-Person_661,src_Economic-Enterprise_4489
src_Dynasty_868,src_Pollution_3275
src_Entertainer_3892,src_Work-of-Art_2997
src_Newspaper_2754,src_Liturgical-Object_4161
src_Scandal_96,src_Cathedral_2077
src_Psychologist_606,src_Role_1922
src_Natural-Object_4054,src_Creator_114
src_Church-Reformer_693,src_Governmental-Organisation_3275
src_Artist_3734,src_Armament_308
src_Ideology_1544,src_Church-Reformer_3371
src_Military-Unit_2288,src_Functionary_337
src_Scandal_3905,src_Trial_755
src_Uprising_1311,src_Time_2806
src_Uprising_2484,src_Language_3341
src_Economist_1986,src_Field-of-Knowledge_4834
src_Stereotype-Group_2942,src_Discoverer_2463
src_Artistic-Movement_1950,src_Disease_408
src_Movement_4889,src_Intellectual-Movement_2111
src_Liturgical-Object_3796,src_Head-of-State_1394
src_Movement_1638,src_Discoverer_1941
src_Philanthropist_2753,src_Minister_4664
src_Sculptor_352,src_VicodiOI_70
src_Symbol_1480,src_Vehicle_521
src_Intellectual-Construct_3399,src_Philanthropist_876
src_Badge_2281,src_Social-Stratum_3415
src_Educational-Organisation_954,src_Language_2577
src_Scientific-Instrument_3758,src_Professor_3061
src_Dancer_4571,src_League_3307
src_Organisation_816,src_Scandal_1417
src_Fictional-Event_3519,src_Cathedral_1230
src_Sculptor_573,src_University_3156
src_Intellectual-Movement_627,src_Object_4704
src_King_4941,src_Non-Military-Conflict_2374
src_Treaty_1671,src_Cultural-Organisation_4685
src_Jurist_1528,src_Secular-Ideology_2429
src_Secular-Movement_774,src_Period-in-Office_1352
src_VicodiOI_1801,src_Entertainer_3092
src_Minister_2700,src_Creator_2412
src_Military-Person_4557,src_Masonic-Lodge_53
src_Psychologist_3574,src_Secular-Movement_4628
src_Geographical-Region_3756,src_Military-Organisation_1330
src_Treaty_3069,src_Time-Dependent_4465
src_Inventor_3215,src_Journalist_3877
src_Ritual_843,src_Event_2666
src_Period_1816,src_Organisation_4621
src_Creator_1411,src_Conductor_4906
src_Art-Form_2196,src_Dynasty_4346
src_Geographical-Region_2092,src_Piece-of-Music_3951
src_Church-Reformer_395,src_Religious-Community_4934
src_Intra-State-Group_71,src_Emperor_4054
src_Intellectual-Movement_70,src_Conceptual-Object_4171
src_Ritual_3076,src_FuzzyTemporalInterval_154
src_Inventor_2128,src_Economist_1529
src_Animal_4097,src_Diplomat_2397
src_Intra-State-Group_1214,src_Location-Part-Relation_1086
src_Journalist_1690,src_Ideology_4803
src_Intellectual-Movement_206,src_Trial_1270
src_Discoverer_985,src_Newspaper_3843
src_Newspaper_1123,src_Business-Leader_2794
src_Public-Oration_2855,src_Trial_1807
src_Journalist_4470,src_Military-Unit_1914
src_Artist_2432,src_Village_4472
src_Dramaturge_2710,src_Object_4221
src_Pastime_1227,src_Scientist_4972
src_Ethnic-Group_4073,src_Illness_686
src_Ideology_4855,src_Art-Form_2210
src_Life-Event_2408,src_Clerical-Leader_4070
src_Organisation_4111,src_Battle_3931
src_Ritual_2326,src_Geographical-Feature_2782
src_Geographical-Region_3774,src_Clerical-Leader_1232
src_Representative-Institution_665,src_Dramaturge_3308
src_Head-of-State_1731,src_Period_1600
src_Person-Role_535,src_Pollution_3658
src_Intra-State-Group_4574,src_Fictional-Person_1056
src_Conceptual-Object_34,src_Cultural-Organisation_3172
src_Time-Dependent_1,src_Painting_162
src_Management-Organisation_2452,src_Secular-Movement_1720
src_Dynasty_4799,src_Religious-Leader_1481
src_VicodiOI_779,src_Religious-Movement_3389
src_City_3159,src_Population-Movement_2777
src_Category_3110,src_Musician_3158
src_Commodity_2857,src_Disaster_161
src_Religious-Organisation_1197,src_Minister_1078
src_Religious-Movement_1207,src_Life-Event_2122
src_Time_1564,src_Settlement_2516
src_Abstract-Notion_3509,src_Person-Role_2958
src_Piece-of-Music_472,src_Sultan_2318
src_Creator_1738,src_Object_4947
src_Movement_1392,src_Religious-Movement_799
src_Object_2092,src_International-Organisation_2048
src_Ideology_3492,src_Artistic-Style_3962
src_Functionary_1023,src_VicodiOI_4893
src_Cultural-Organisation_1497,src_Time-Dependent_2886
src_Dynasty_4550,src_Legislation_3452
src_Functionary_795,src_Dynasty_1242
src_Animal_3496,src_Military-Organisation_4284
src_Jurist_1953,src_Fictional-Person_1127
src_Economic-Enterprise_3404,src_Sportsman_2442
src_Monastery_4069,src_Pastime_2875
src_Intellectual-Construct_892,src_Pamphlet_4279
src_Time-Dependent-Relation_1296,src_Cultural-Agreement_4378
src_Abstract-Notion_3958,src_Criminal_3951
src_Dynasty_1801,src_Social-Group_365
src_Ecclesiarch_2965,src_Journalist_622
src_Artistic-Movement_3967,src_Jurist_4828
src_Masonic-Lodge_1476,src_Dancer_3394
src_Political-Region_1666,src_Landmark_973
src_Cultural-Agreement_3675,src_Emperor_3350
src_Engineer_2237,src_Disease_2092
src_Pollution_327,src_Journal_3490
src_Psychologist_4007,src_Prince_4507
src_Pastime_238,src_King_1725
src_Clothing_3676,src_Entertainer_889
src_Water_4944,src_Secular-Ideology_3078
src_Scientific-Instrument_3368,src_Event_4820
src_Ideology_4007,src_Pope_3460
src_Language_4908,src_VicodiOI_1985
src_Military-Organisation_4479,src_Educational-Organisation_2522
src_Intellectual-Movement_2774,src_Legislation_416
src_Church_4142,src_Sportsman_1463
src_Abstract-Notion_1301,src_Representative-Institution_1858
src_Discoverer_660,src_Theologian_4063
src_Ethnic-Group_3427,src_Geographical-Feature_3100
src_Trade-Association_1636,src_Fictional-Person_2397
src_Musician_1929,src_Language_820
src_Journalist_3777,src_Environment_4331
src_Period-in-Office_1501,src_League_2120
src_Flavour_2953,src_Artistic-Movement_2902
src_National-Symbol_4086,src_Painting_4700
src_Artistic-Style_4061,src_Liturgical-Object_4212
src_Conceptual-Object_3150,src_Politician_354
src_Location_2134,src_Criminal_4174
src_Theologian_3543,src_Crime_873
src_Organisation_4409,src_Party_3488
src_Language_1902,src_Pastime_1960
src_Ritual_2452,src_Magnate_1670
src_Building_3667,src_Conceptual-Object_4457
src_Election_3814,src_Military-Unit_1455
src_Location_1510,src_King_1361
src_Battle_1938,src_Period-in-Office_531
src_King_2627,src_Economic-Process_4580
src_Treaty_748,src_Sculpture_4782
src_Environment_1215,src_Governmental-Organisation_3843
src_Trades-Union_1105,src_Party_2348
src_Commodity_2160,src_Treaty_2167
src_Sculpture_3515,src_Head-of-Government_4837
src_Piece-of-Music_4927,src_Flavour_4068
src_Painting_891,src_Pamphlet_3144
src_Stereotype-Group_4737,src_TemporalInterval_3121
src_Structure_4301,src_Architect_3649
src_Individual_2849,src_Discoverer_420
src_Queen_431,src_Economic-Enterprise_2956
src_Musician_1344,src_Dynasty_2209
src_Dancer_3073,src_Governmental-Organisation_1337
src_Liturgical-Object_2365,src_Geographer_593
src_Publisher_4525,src_Military-Unit_3080
src_Fictional-Event_4869,src_Other-Religious-Person_4820
src_Journal_3928,src_Train_3836
src_Liturgical-Object_3147,src_Location-Part-Relation_1009
src_Individual_2759,src_Structure_1530
src_Inventor_3680,src_League_923
src_Head-of-State_786,src_Geographical-Feature_712
src_Business-Leader_4196,src_Writing_1635
src_Composer_2365,src_Building_424
src_Architect_202,src_Ideology_4370
src_Economic-Organisation_3481,src_Secular-Ideology_4940
src_Musician_1456,src_Head-of-State_3022
src_Military-Person_2959,src_Fictional-Event_2553
src_Artefact_1420,src_Scientific-Instrument_481
src_League_4709,src_Cleric_3822
src_Fictional-Person_839,src_Diplomat_3967
src_Economic-Enterprise_1093,src_Writing_3852
src_Landmark_373,src_Church_3221
src_Governmental-Organisation_453,src_Head-of-Government_2453
src_Structure_4139,src_Board_3733
src_Pastime_4729,src_Artistic-Movement_3718
src_Minister_3495,src_Commodity_375
src_Social-Group_4699,src_Writing_4919
src_Architect_3411,src_Monastery_111
src_Geographical-Region_1043,src_Journalist_1447
src_Publisher_3450,src_Architect_1211
src_Book_7,src_Abbey_3626
src_Composer_2321,src_Church-Reformer_27
src_Economic-Process_36,src_Scandal_1189
src_Author_3207,src_International-Organisation_105
src_Trade-Association_2282,src_Natural-Object_4718
src_Country_908,src_Abstract-Notion_4617
src_Location-Part-Relation_3771,src_Trades-Union_3102
src_Vehicle_4717,src_Public-Oration_3127
src_Legislation_4483,src_Politician_4088
src_Secular-Leader_4910,src_Musician_3069
src_Dancer_817,src_Queen_4657
src_Pamphlet_982,src_Structure_428
src_Entertainer_2676,src_National-Symbol_2839
src_Fictional-Person_2638,src_Foreign-Minister_2927
src_Author_3079,src_Entertainer_1452
src_Illness_1698,src_Food_3141
src_Economic-Symbol_46,src_Food_1626
src_Pastime_4950,src_Ritual_4190
src_Environment_3302,src_Sculpture_3735
src_Emperor_3753,src_Clothing_2971
src_Abbey_4632,src_Pamphlet_4680
src_Food_4485,src_Monastery_4271
src_Painting_3893,src_International-Alliance_470
src_Religious-Movement_1044,src_Village_3370
src_Economic-Organisation_3931,src_Economic-Organisation_1542
src_Publisher_3012,src_Religious-Movement_986
src_Artefact_3782,src_Period-in-Office_490
src_Entertainer_3180,src_Art-Form_2593
src_Social-Group_543,src_Pastime_1299
src_Vehicle_1644,src_Abstract-Notion_3372
src_Piece-of-Music_928,src_Secular-Movement_1520
src_Disaster_2608,src_Village_832
src_Inventor_1414,src_Symbol_646
src_Object_3509,src_Disaster_701
src_Other-Religious-Person_3341,src_Language_3191
src_International-Alliance_4546,src_Field-of-Knowledge_3524
src_Movement_3967,src_Movement_3741
src_Time_320,src_Discoverer_4010
src_Pastime_3453,src_Emperor_1662
src_Sultan_1322,src_University_3821
src_Field-of-Knowledge_4859,src_Intellectual-Movement_4182
src_Religious-Organisation_3045,src_Battle_3819
src_Economic-Symbol_4048,src_Social-Group_4026
src_Intellectual-Construct_1672,src_Religious-Order_536
src_Board_3771,src_Writing_4017
src_Battle_485,src_Movement_3166
src_Scientist_255,src_Trades-Union_2123
src_Saint_4782,src_Military-Unit_1796
src_Jurist_2487,src_Category_2211
src_Geographical-Feature_4800,src_Building_2521
src_Head-of-State_2618,src_Creator_1271
src_Trade-Association_739,src_Period-in-Office_2543
src_Intra-State-Group_271,src_Scientific-Instrument_3636
src_Landmark_583,src_Pollution_2418
