src_Engineer_298,src_Language_4326
src_Village_3387,src_Inventor_2859
src_Painting_1679,src_Secular-Ideology_2958
src_Symbol_3925,src_Scandal_4848
src_Other-Religious-Leader_4463,src_Intellectual-Construct_1235
src_Intellectual-Movement_1714,src_Religious-Order_3084
src_Sportsman_3106,src_Abstract-Notion_3358
src_Movement_4615,src_Musician_856
src_Economic-Process_2518,src_Creator_3247
src_Fictional-Event_3866,src_Geographical-Feature_4225
src_Diplomat_2577,src_Church-Reformer_240
src_Trial_843,src_Vehicle_4822
src_Religious-Order_3693,src_Philosopher_1035
src_Dynasty_364,src_Fictional-Person_1673
src_Newspaper_2925,src_Trade-Association_664
src_Author_1161,src_Scientific-Instrument_2451
src_Technical-Scientific-Advance_2254,src_Pamphlet_637
src_Philanthropist_3729,src_Battle_4609
src_Foreign-Minister_678,src_Journal_1902
src_Religious-Movement_842,src_Geographical-Region_4163
src_Political-Symbol_4632,src_Cultural-Agreement_4484
src_Engineer_2824,src_Business-Leader_1377
src_Painting_3462,src_Train_119
src_FuzzyTemporalInterval_2974,src_Diplomat_2430
src_Prince_125,src_Stereotype-Group_3183
src_Emperor_1618,src_Artist_607
src_War_3580,src_Person_2828
src_Architect_4501,src_Cultural-Agreement_218
src_Publisher_4116,src_Artist_235
src_Time-Dependent_4321,src_Vehicle_1369
src_Economic-Process_1937,src_Philanthropist_577
src_Stereotype-Group_4473,src_Church-Reformer_3934
src_Sculptor_3974,src_Creator_959
src_Work-of-Art_3515,src_Pollution_4919
src_Writing_421,src_Business-Leader_3078
src_Liturgical-Object_4433,src_Functionary_3264
src_Trial_541,src_Political-Organisation_514
src_Object_1027,src_Abbey_2149
src_Field-of-Knowledge_2377,src_Writing_1929
src_Stereotype-Group_2342,src_Conceptual-Object_23
src_Abstract-Notion_2303,src_Leader_339
src_Abbey_3479,src_Time-Dependent_2380
src_Time-Dependent-Relation_4510,src_Pamphlet_2897
src_Stereotype-Group_2600,src_FuzzyTemporalInterval_489
src_Journalist_3766,src_Sportsman_3791
src_Theologian_3698,src_Period_3337
src_Ideology_2331,src_Philanthropist_3771
src_Religious-Symbol_2401,src_Military-Organisation_1109
src_Creator_1802,src_Artistic-Style_2253
src_Creator_923,src_Life-Event_2330
src_Artistic-Style_2970,src_Population-Movement_959
src_Intellectual-Construct_4496,src_Structure_4152
src_Psychologist_1684,src_Sculptor_1197
src_Work-of-Art_4035,src_Board_4120
src_Journal_1851,src_Country_1715
src_Philosopher_318,src_Cleric_27
src_Military-Organisation_580,src_Uprising_4315
src_Social-Group_4882,src_Church_3887
src_Other-Religious-Person_2535,src_Life-Event_4550
src_Publisher_900,src_Economist_2074
src_VicodiOI_4203,src_Life-Event_3920
src_Pamphlet_968,src_Conceptual-Object_1166
src_Cultural-Agreement_1421,src_Church-Reformer_4398
src_National-Symbol_1634,src_Individual_4150
src_Secular-Movement_3361,src_Magnate_3208
src_Cleric_2648,src_Religious-Movement_3901
src_Life-Event_1823,src_Pollution_4865
src_Animal_3921,src_Flavour_3371
src_Head-of-State_3359,src_Abstract-Notion_3948
src_Trade-Association_208,src_Diplomat_4729
src_Economic-Symbol_1469,src_Fictional-Event_2190
src_Commodity_3328,src_Leader_2433
src_Philanthropist_4261,src_Criminal_3489
src_Scientific-Instrument_1217,src_Ritual_4713
src_Intellectual-Movement_1655,src_Fictional-Person_4116
src_Pastime_3193,src_Cultural-Organisation_3966
src_Dynasty_4492,src_Dramaturge_2005
src_Category_876,src_Trial_859
src_Cathedral_1102,src_Religious-Community_2145
src_Religious-Community_2405,src_Political-Symbol_1393
src_Object_3707,src_Individual_4640
src_Field-of-Knowledge_1745,src_Painter_406
src_Secular-Leader_1851,src_Location-Part-Relation_4652
src_Location-Part-Relation_1362,src_Dramaturge_3016
src_TemporalInterval_4085,src_Other-Religious-Person_2616
src_Technical-Scientific-Advance_2298,src_Sportsman_3985
src_Social-Group_2077,src_University_2754
src_Artistic-Style_1963,src_Theologian_890
src_Art-Form_2529,src_Scandal_891
src_Philanthropist_597,src_Management-Organisation_281
src_Trade-Association_4582,src_Conductor_1227
src_Artist_1200,src_Uprising_869
src_Ritual_431,src_Musician_3527
src_Trial_3285,src_Work-of-Art_4782
src_Intra-State-Group_230,src_Animal_4125
src_Field-of-Knowledge_1992,src_Location-Part-Relation_3024
src_Period_1537,src_Stereotype-Group_1708
src_Dynasty_4088,src_Head-of-Government_4758
src_Book_2990,src_Religious-Order_3943
src_Psychologist_3765,src_Representative-Institution_2936
src_Artistic-Movement_2718,src_Political-Organisation_4152
src_Person-Role_4809,src_League_1111
src_Intellectual-Movement_4845,src_Discoverer_2846
src_Measurable-Trend_1296,src_Religious-Symbol_3134
src_Artefact_1928,src_Art-Form_4929
src_Clerical-Leader_4951,src_Psychologist_384
src_Person-Role_1757,src_Stereotype-Group_2978
src_Philosopher_2671,src_Event_2806
src_Engineer_4422,src_Ship_3366
src_Painting_3291,src_Political-Symbol_3304
src_Pastime_3189,src_Natural-Object_4153
src_Board_4141,src_Dramaturge_3784
src_Trial_1177,src_VicodiOI_3805
src_Religious-Organisation_2085,src_Measurable-Trend_924
src_Economic-Symbol_656,src_Measurable-Trend_754
src_Category_865,src_Religious-Leader_4915
src_Geographical-Feature_2290,src_Military-Organisation_3085
src_Writing_1861,src_Life-Event_1164
src_Engineer_1228,src_Philanthropist_675
src_Physician_3045,src_Head-of-State_572
src_Trade-Association_1105,src_Commodity_740
src_League_1902,src_Psychologist_3902
src_Diplomat_1402,src_VicodiOI_482
src_Ethnic-Group_2576,src_Architect_2402
src_Publisher_1519,src_Scientist_3497
src_Country_3598,src_Dancer_856
src_Painter_1260,src_Professor_2407
src_Social-Stratum_3979,src_Political-Organisation_4844
src_Abstract-Notion_85,src_Intellectual-Movement_3594
src_Head-of-Government_4846,src_Publisher_1873
src_Journalist_4369,src_University_3086
src_Flavour_1831,src_Dramaturge_2640
src_Economic-Organisation_3817,src_University_959
src_Person-Role_2727,src_Head-of-Government_4320
src_Animal_738,src_Other-Religious-Leader_688
src_Military-Person_11,src_Idea_133
src_Dramaturge_3766,src_Painting_2324
src_Life-Event_801,src_Geographical-Feature_914
src_Stereotype-Group_4015,src_Diplomat_1739
src_Scientist_2082,src_Economic-Organisation_4424
src_Location_2884,src_Time_1065
src_Economic-Organisation_2806,src_National-Symbol_1279
src_Work-of-Art_1249,src_Category_1932
src_Dramaturge_4666,src_Ship_1034
src_Diplomat_899,src_Religious-Practice_485
src_Geographical-Discovery_2788,src_Stereotype-Group_3021
src_International-Alliance_3233,src_Natural-Object_3131
src_Event_1053,src_Physician_416
src_Armament_3852,src_Politician_1277
src_Emperor_4222,src_Clothing_3906
src_Conceptual-Object_4087,src_Stereotype-Group_1830
src_Church-Reformer_4123,src_Engineer_3376
src_Military-Organisation_4831,src_Religious-Community_3832
src_Monastery_3730,src_Artist_3837
src_Religious-Symbol_3299,src_Artefact_3532
src_International-Organisation_2100,src_Economist_1778
src_Religious-Ideology_3252,src_Journalist_3718
src_Religious-Order_4611,src_Painting_3949
src_Sculptor_2334,src_Crime_1483
src_Economic-Organisation_490,src_Psychologist_75
src_Political-Organisation_4821,src_Religious-Ideology_2435
src_Musician_32,src_Philosopher_2943
src_Politician_440,src_Work-of-Art_1985
src_Dramaturge_796,src_Country_1306
src_Art-Form_1057,src_Economic-Enterprise_2528
src_Landmark_361,src_Cleric_3459
src_Geographical-Region_1835,src_Artistic-Style_893
src_Discoverer_1747,src_Sculptor_4222
src_City_618,src_Dramaturge_3121
src_Country_1056,src_TemporalInterval_1767
src_Trial_3422,src_Professor_3422
src_Secular-Leader_856,src_Minister_2277
src_Time-Dependent_4319,src_Social-Group_447
src_Sculptor_4269,src_Dramaturge_2169
src_Non-Military-Conflict_3274,src_Actor_4794
src_Social-Stratum_2635,src_Queen_2454
src_Secular-Movement_2786,src_Landmark_4903
src_Settlement_1768,src_Work-of-Art_408
src_Trades-Union_4631,src_Composer_4735
src_Sculptor_1517,src_Category_4023
src_Cultural-Agreement_4106,src_Psychologist_2247
src_Military-Organisation_634,src_Governmental-Organisation_2395
src_Religious-Movement_3006,src_Head-of-State_2188
src_Movement_453,src_Minister_2183
src_Journalist_4536,src_Theologian_271
src_Economist_1148,src_Pastime_3439
src_Musician_3536,src_Musician_3056
src_Cultural-Organisation_1549,src_Military-Person_1876
src_Military-Unit_3629,src_Pope_4693
src_Social-Group_3269,src_Pastime_3012
src_Time-Dependent_3780,src_Military-Unit_2001
src_Religious-Community_1806,src_Journalist_2476
src_Person_1074,src_National-Symbol_3935
src_Functionary_4838,src_Philanthropist_4208
src_Military-Organisation_4461,src_War_646
src_Book_3502,src_Time-Dependent-Relation_1543
src_Trades-Union_1966,src_Church-Reformer_2811
src_Natural-Object_1480,src_Queen_4481
src_Person_969,src_Period_1780
src_Sculptor_2904,src_Location-Part-Relation_1914
src_City_34,src_Journalist_4313
src_Illness_1276,src_Election_1638
src_National-Symbol_4153,src_Discoverer_1043
src_Prince_2156,src_League_148
src_Party_2079,src_Philanthropist_119
src_Religious-Symbol_3025,src_Field-of-Knowledge_4830
src_Cultural-Agreement_4094,src_Head-of-Government_338
src_Sultan_2169,src_Intellectual-Construct_501
src_Uprising_1605,src_Stereotype-Group_3827
src_Vehicle_1921,src_Military-Organisation_662
src_VicodiOI_2193,src_Secular-Movement_3717
src_Jurist_1849,src_Person-Role_3465
src_Representative-Institution_4973,src_Educational-Organisation_1788
src_Commodity_1387,src_Environment_1686
src_Election_762,src_Category_3037
src_TemporalInterval_444,src_Painter_32
src_Cleric_2167,src_Magnate_464
src_Meeting_97,src_Time_148
src_Business-Leader_785,src_Measurable-Trend_4439
src_Newspaper_4915,src_Discoverer_4400
src_Magnate_1795,src_Pastime_542
src_Secular-Leader_3675,src_Magnate_2030
src_Art-Form_4936,src_Animal_74
src_Ritual_3102,src_Physician_2040
src_Dramaturge_2075,src_Religious-Symbol_2452
src_Foreign-Minister_2993,src_Criminal_683
src_Psychologist_93,src_Location_101
src_Cultural-Organisation_3981,src_Settlement_3214
src_Location_4647,src_Period_1849
src_Representative-Institution_1492,src_University_2177
src_International-Alliance_2211,src_Symbol_926
src_Abbey_2465,src_Abbey_4728
src_Meeting_4670,src_Economic-Organisation_4492
src_Other-Religious-Person_4972,src_Other-Religious-Leader_2280
src_International-Organisation_3905,src_Composer_3852
src_Journalist_1195,src_Trades-Union_3326
src_Psychologist_3707,src_Geographer_3066
src_University_538,src_Political-Region_357
src_Artefact_1608,src_Abstract-Notion_3804
src_Geographical-Region_363,src_Journalist_3302
src_Cultural-Organisation_3077,src_Work-of-Art_4386
src_Technical-Scientific-Advance_3638,src_Saint_1398
src_Scientist_2192,src_Painter_4134
src_Sculptor_1858,src_Category_2221
src_Board_3884,src_Cultural-Organisation_1595
src_Religious-Community_609,src_Religious-Order_3291
src_Animal_3131,src_Conductor_3448
src_National-Symbol_872,src_Criminal_2116
src_Book_3761,src_Individual_420
src_Abbey_3028,src_Conductor_1539
src_Fictional-Event_3055,src_Time-Dependent-Relation_3641
src_Economic-Symbol_4973,src_Business-Leader_647
src_Musician_3190,src_Philanthropist_1058
src_Trial_4198,src_Armament_1194
src_Author_1719,src_Film-Maker_2038
src_Religious-Leader_3314,src_Business-Leader_1574
src_Economic-Symbol_2353,src_Village_357
src_Time_3328,src_Physician_2744
src_Field-of-Knowledge_1154,src_Dramaturge_4871
src_Trades-Union_912,src_Magnate_3135
src_University_3060,src_Military-Unit_2290
src_Ideology_900,src_Landmark_4060
src_Idea_3857,src_Diplomat_3162
src_Cleric_3567,src_Sultan_369
src_Flavour_1623,src_Piece-of-Music_2665
src_Location_304,src_Masonic-Lodge_2788
src_Economist_2285,src_Board_2902
src_Monastery_1408,src_Fictional-Event_2890
src_Church-Reformer_1627,src_Journal_4647
src_Governmental-Organisation_2439,src_Period-in-Office_22
src_Professor_1518,src_Dynasty_1481
src_Ritual_1562,src_Criminal_1241
src_City_505,src_Cultural-Organisation_3012
src_Economic-Symbol_2320,src_Leader_4561
src_Commodity_924,src_Disease_705
src_Saint_4487,src_Dynasty_3404
src_Non-Military-Conflict_1232,src_Secular-Ideology_2269
src_Treaty_131,src_Political-Organisation_2708
src_Criminal_4984,src_Object_3685
src_Architect_3448,src_Church_1546
src_Meeting_3793,src_Economic-Organisation_3266
src_Social-Stratum_994,src_Cultural-Agreement_4740
src_Category_3786,src_Armament_196
src_Film-Maker_3499,src_Physician_4849
src_Clerical-Leader_2124,src_Military-Unit_520
src_Non-Military-Conflict_4445,src_War_2545
src_Economic-Symbol_2731,src_Trial_2452
src_Water_355,src_Conceptual-Object_4639
src_Queen_715,src_Writing_79
src_Movement_4996,src_Artefact_2712
src_Trade-Association_4,src_Role_3668
src_Architect_2840,src_Field-of-Knowledge_2196
src_Leader_4470,src_Ship_3741
src_Other-Religious-Person_4168,src_Pollution_1945
src_Social-Stratum_1413,src_International-Organisation_2097
src_International-Alliance_1009,src_Geographical-Discovery_4309
src_Artefact_3117,src_Artist_2200
src_Publisher_705,src_Object_1186
src_Social-Stratum_150,src_Saint_3651
src_Fictional-Event_4248,src_Disaster_945
src_Business-Leader_4240,src_Event_2359
src_Time-Dependent_4560,src_Educational-Organisation_2266
src_Social-Stratum_2080,src_Entertainer_4520
src_Masonic-Lodge_406,src_Party_1247
src_Educational-Organisation_3577,src_Piece-of-Music_3312
src_Religious-Leader_4942,src_Clothing_1654
src_Ritual_4987,src_Composer_2223
src_Geographical-Discovery_1569,src_Publisher_3102
src_Saint_4296,src_Church-Reformer_3073
src_Creator_4706,src_Book_2350
src_Liturgical-Object_3273,src_Geographer_909
src_Geographical-Discovery_3276,src_Economic-Symbol_402
src_War_1260,src_Sculptor_3195
src_Political-Symbol_4286,src_Clerical-Leader_3424
src_Secular-Ideology_1185,src_Minister_627
src_Artefact_1078,src_Astronaut_3053
src_Village_2880,src_Artistic-Movement_697
src_Piece-of-Music_3721,src_Life-Event_3850
src_Monastery_1292,src_Painting_1565
src_Armament_3217,src_Political-Region_370
src_Monastery_1346,src_University_3877
src_Piece-of-Music_4573,src_Representative-Institution_3731
src_Country_122,src_Physician_1451
src_Country_684,src_Social-Stratum_994
src_Artistic-Movement_2428,src_Religious-Order_3475
src_Social-Group_3993,src_Sultan_833
src_Film-Maker_1388,src_Jurist_2706
src_Trial_1472,src_VicodiOI_1371
src_Natural-Object_4895,src_Category_3698
src_Religious-Order_2799,src_FuzzyTemporalInterval_3308
src_Settlement_1643,src_Period-in-Office_3827
src_National-Symbol_1174,src_Trade-Association_4499
src_Pastime_2554,src_Sportsman_1945
src_Economic-Organisation_2335,src_Vehicle_2520
src_Piece-of-Music_3439,src_Event_586
src_Battle_565,src_Population-Movement_264
src_Queen_2294,src_Fictional-Person_2718
src_Village_3920,src_Trial_1270
src_International-Alliance_1440,src_Creator_4959
src_Educational-Organisation_2152,src_International-Organisation_2497
src_TemporalInterval_3748,src_Political-Organisation_344
src_Educational-Organisation_3573,src_Uprising_3139
src_Military-Unit_1775,src_Economic-Symbol_2584
src_Role_829,src_Religious-Leader_3206
src_Intra-State-Group_2677,src_Village_1982
src_Political-Region_3581,src_Badge_4390
src_Church-Reformer_268,src_Cultural-Agreement_4547
src_Artistic-Style_1374,src_Economic-Enterprise_2003
src_Pollution_1743,src_International-Organisation_3309
src_Religious-Community_1241,src_Trade-Association_3837
src_Dancer_4777,src_Military-Person_1424
src_Ritual_4355,src_Geographical-Region_3176
src_Relic_4086,src_Time-Dependent_4532
src_Religious-Community_737,src_Scandal_2704
src_Meeting_3965,src_Secular-Movement_3244
src_Pope_1605,src_Piece-of-Music_3723
src_Cultural-Organisation_167,src_Secular-Ideology_3891
src_Intellectual-Construct_2055,src_Journalist_3196
src_Philosopher_2937,src_Geographer_4206
src_Entertainer_3731,src_Newspaper_1371
src_Natural-Object_3261,src_Object_286
src_Scandal_3097,src_Governmental-Organisation_1671
src_Discoverer_3941,src_Train_2373
src_Book_4391,src_Abstract-Notion_4750
src_Sculpture_2632,src_Piece-of-Music_1750
src_Intellectual-Movement_3713,src_Author_2089
src_Disease_610,src_Secular-Ideology_3614
src_War_3738,src_Dramaturge_1299
src_Film-Maker_360,src_Diplomat_2247
src_VicodiOI_568,src_VicodiOI_2432
src_Economic-Organisation_369,src_Location_4722
src_Field-of-Knowledge_955,src_Composer_1216
src_Event_3526,src_Secular-Ideology_3602
src_FuzzyTemporalInterval_3917,src_Location_4731
src_City_3129,src_Natural-Object_4885
src_Jurist_1347,src_Abbey_2147
src_Journal_4105,src_Artistic-Style_3339
src_Sculpture_1114,src_Religious-Ideology_95
src_Astronaut_1252,src_Pastime_4431
src_Military-Unit_3234,src_Diplomat_4372
src_Legislation_1348,src_Ideology_4379
src_Battle_3646,src_Creator_3780
src_Pope_3954,src_FuzzyTemporalInterval_1174
src_Creator_3682,src_Foreign-Minister_2152
src_Artistic-Style_1877,src_Religious-Community_4175
src_Astronaut_2323,src_Illness_527
src_Prince_1892,src_Building_3080
src_Religious-Ideology_1922,src_Military-Unit_3807
src_Diplomat_2231,src_Trades-Union_2277
src_Religious-Movement_2344,src_Saint_152
src_Geographical-Region_4889,src_Fictional-Event_4404
src_Life-Event_4411,src_Trades-Unionist_2182
src_Governmental-Organisation_3064,src_Technical-Scientific-Advance_1437
src_League_4031,src_Secular-Ideology_3829
src_City_1179,src_Landmark_969
src_Inventor_2486,src_Economic-Process_973
src_International-Organisation_3171,src_Public-Oration_1533
src_Sportsman_3032,src_Diplomat_2845
src_Uprising_4578,src_Flavour_4925
src_Sculpture_2971,src_Commodity_545
src_Battle_4926,src_Relic_3963
src_Train_3419,src_Vehicle_1717
src_Jurist_4638,src_Artefact_2967
src_Category_882,src_Abstract-Notion_2145
src_Time-Dependent_979,src_Film-Maker_846
src_Trial_4729,src_Religious-Community_3045
src_Functionary_472,src_International-Alliance_1516
src_Organisation_4517,src_Military-Person_1788
src_Treaty_4555,src_Fictional-Person_2676
src_Ecclesiarch_4938,src_Board_1586
