src_Religious-Organisation_1208,src_Politician_919
src_Dancer_3798,src_Engineer_4315
src_Language_3099,src_Technical-Scientific-Advance_1888
src_Liturgical-Object_4266,src_Clerical-Leader_2717
src_Sportsman_4467,src_Foreign-Minister_3851
src_Cultural-Agreement_662,src_Vehicle_1669
src_Business-Leader_1537,src_Architect_2844
src_Religious-Practice_2166,src_Church-Reformer_3623
src_Disease_172,src_Religious-Movement_2678
src_Artist_2446,src_Political-Organisation_2900
src_Religious-Ideology_3936,src_Author_3486
src_Foreign-Minister_4893,src_Cultural-Organisation_1764
src_Scientific-Instrument_526,src_Badge_1243
src_Person-Role_4389,src_Philosopher_1501
src_Theologian_103,src_Functionary_3446
src_Sculptor_4672,src_Trades-Unionist_4323
src_Religious-Organisation_1201,src_Badge_297
src_Battle_4092,src_Journal_2975
src_Geographical-Region_4536,src_Uprising_4178
src_Journalist_3456,src_Person_2451
src_Field-of-Knowledge_4029,src_Foreign-Minister_1478
src_Country_3172,src_Period-in-Office_650
src_Geographical-Discovery_779,src_Entertainer_2984
src_Religious-Practice_1772,src_Abbey_2858
src_Dramaturge_924,src_Military-Unit_3889
src_Musician_3541,src_VicodiOI_619
src_Art-Form_3751,src_Geographical-Region_2367
src_Prince_4686,src_Artistic-Movement_2062
src_Stereotype-Group_1733,src_Monastery_4480
src_Military-Unit_2176,src_Trade-Association_976
src_Leader_4623,src_Battle_1533
src_Ideology_4622,src_Magnate_1142
src_Water_3489,src_Scandal_4074
src_Natural-Object_1749,src_Religious-Ideology_2761
src_Writing_3994,src_Person-Role_3906
src_Dynasty_1285,src_Professor_2329
src_Astronaut_3753,src_Pamphlet_4604
src_Board_2941,src_Political-Organisation_1099
src_Measurable-Trend_737,src_Idea_2811
src_Head-of-Government_2826,src_Professor_349
src_Period_4653,src_Geographical-Feature_287
src_National-Symbol_3448,src_Journalist_4294
src_Cleric_2732,src_Time_4262
src_International-Organisation_1391,src_Business-Leader_4513
src_Political-Region_3349,src_Battle_2944
src_Politician_4031,src_Religious-Symbol_3208
src_Economic-Process_964,src_Educational-Organisation_3539
src_Conductor_363,src_Time_4266
src_Time-Dependent-Relation_3979,src_Intellectual-Movement_1029
src_Non-Military-Conflict_3570,src_Conceptual-Object_2807
src_Secular-Movement_3153,src_Vehicle_4536
src_Pamphlet_3961,src_Political-Symbol_1560
src_Disease_4166,src_Fictional-Person_2925
src_Disaster_3281,src_Theologian_2466
src_Environment_2508,src_International-Alliance_284
src_Natural-Object_4519,src_Pollution_2001
src_Author_2575,src_Economic-Process_1815
src_Geographer_4422,src_Measurable-Trend_1703
src_Jurist_542,src_Armament_4220
src_Vehicle_222,src_Religious-Movement_2820
src_Musician_3103,src_Movement_4122
src_Religious-Community_1584,src_Conductor_1252
src_Artefact_4878,src_Natural-Object_416
src_Psychologist_856,src_Badge_1166
src_Life-Event_206,src_Clothing_3346
src_Flavour_2481,src_Landmark_3786
src_Religious-Practice_2949,src_Functionary_3878
src_Theologian_4924,src_Disease_16
src_Diplomat_3884,src_Painter_3537
src_Trades-Unionist_3272,src_Religious-Movement_596
src_Ecclesiarch_149,src_Religious-Leader_12
src_Intra-State-Group_3362,src_Church-Reformer_2574
src_Symbol_4419,src_Artistic-Style_82
src_Magnate_4991,src_Symbol_3636
src_Artistic-Movement_3396,src_Religious-Community_2017
src_Military-Organisation_2717,src_Stereotype-Group_4960
src_King_4906,src_Party_1326
src_Dramaturge_4389,src_Flavour_4550
src_Period_4445,src_Economic-Symbol_2643
src_Uprising_4419,src_Economic-Enterprise_3523
src_Writing_2978,src_Abstract-Notion_1739
src_National-Symbol_900,src_Pastime_2745
src_Board_3663,src_Secular-Leader_4842
src_Actor_1630,src_Saint_4216
src_Election_1299,src_International-Alliance_1422
src_Measurable-Trend_3915,src_Disease_404
src_Board_4906,src_Country_3466
src_Pope_2637,src_Clerical-Leader_435
src_Criminal_3847,src_Prince_2488
src_Religious-Leader_2827,src_Intellectual-Construct_3853
src_Period-in-Office_2848,src_Pope_4660
src_Sultan_3971,src_Management-Organisation_220
src_Settlement_2349,src_Time_4165
src_FuzzyTemporalInterval_1525,src_Military-Unit_3331
src_Board_4761,src_Piece-of-Music_1781
src_Queen_934,src_Person_481
src_Pope_775,src_Jurist_2670
src_League_129,src_Natural-Object_341
src_Commodity_1453,src_Trade-Association_2932
src_Conductor_1487,src_Trial_4760
src_Economic-Enterprise_3940,src_Religious-Practice_1263
src_Battle_1952,src_Military-Unit_3496
src_Liturgical-Object_4829,src_Head-of-Government_1591
src_Military-Unit_3824,src_War_801
src_Political-Symbol_2781,src_Discoverer_2672
src_Leader_10,src_Economic-Symbol_4411
src_Intellectual-Movement_889,src_Religious-Leader_750
src_Inventor_3087,src_National-Symbol_2025
src_Geographical-Feature_2706,src_Governmental-Organisation_3575
src_Badge_4528,src_Sportsman_422
src_Technical-Scientific-Advance_1650,src_Composer_4413
src_Movement_1839,src_Economic-Organisation_1591
src_Meeting_1005,src_Train_1619
src_Magnate_954,src_Trade-Association_4797
src_International-Organisation_3385,src_Scientific-Instrument_4237
src_Composer_872,src_Population-Movement_1434
src_Technical-Scientific-Advance_4813,src_Water_4338
src_Religious-Symbol_3793,src_Crime_4425
src_Diplomat_821,src_Pamphlet_2251
src_Pope_2873,src_Flavour_959
src_Church_2699,src_Illness_1467
src_Treaty_3261,src_Location-Part-Relation_142
src_Economic-Process_2319,src_Location-Part-Relation_4806
src_Language_3187,src_Building_2615
src_Ritual_4544,src_Ideology_4524
src_Illness_822,src_National-Symbol_173
src_Religious-Symbol_3177,src_International-Organisation_4173
src_Settlement_4696,src_Artistic-Movement_4598
src_Emperor_4876,src_Criminal_1723
src_Religious-Organisation_4326,src_Liturgical-Object_18
src_Journal_3489,src_Clerical-Leader_2445
src_League_2479,src_City_4756
src_Head-of-Government_1296,src_King_1624
src_Time_4268,src_Psychologist_2438
src_Structure_4018,src_VicodiOI_478
src_Military-Person_761,src_Animal_1687
src_Cultural-Organisation_3619,src_Painting_2816
src_Cultural-Organisation_3194,src_Economic-Process_4454
src_Queen_1675,src_Artefact_1157
src_Political-Symbol_3679,src_Political-Symbol_4989
src_Idea_1663,src_Religious-Leader_2459
src_Other-Religious-Leader_2528,src_Animal_2496
src_Cultural-Organisation_2884,src_Board_210
src_Economist_2712,src_Idea_4261
src_Religious-Community_3181,src_Governmental-Organisation_4678
src_Church-Reformer_3909,src_Physician_964
src_Ecclesiarch_4207,src_Geographical-Discovery_1899
src_Author_2518,src_Artistic-Style_614
src_Flavour_2763,src_Food_760
src_Person_3323,src_Emperor_4552
src_Architect_428,src_Period-in-Office_4223
src_Other-Religious-Person_2937,src_Badge_4702
src_Geographer_2092,src_Minister_201
src_Theologian_971,src_Cultural-Agreement_1986
src_Other-Religious-Person_1067,src_Badge_3739
src_Scandal_3849,src_Sultan_1708
src_Economic-Symbol_240,src_Illness_133
src_Uprising_4012,src_Geographical-Feature_4568
src_Religious-Symbol_4485,src_Ecclesiarch_2399
src_Armament_183,src_Trial_3853
src_Geographer_2582,src_Head-of-State_4444
src_Engineer_351,src_Fictional-Event_3050
src_Economic-Process_2922,src_Conceptual-Object_1440
src_Writing_3940,src_Ideology_4050
src_Settlement_1432,src_Secular-Leader_3676
src_Religious-Practice_245,src_Saint_1830
src_Religious-Ideology_2835,src_Ecclesiarch_486
src_Piece-of-Music_3455,src_Actor_2799
src_Magnate_2542,src_Religious-Leader_195
src_Painter_1671,src_Creator_2586
src_Building_288,src_Person-Role_3159
src_Event_610,src_Category_11
src_Functionary_2417,src_Other-Religious-Leader_745
src_Film-Maker_2523,src_Language_4389
src_Building_571,src_Piece-of-Music_1626
src_FuzzyTemporalInterval_1141,src_Legislation_1622
src_Technical-Scientific-Advance_2689,src_Pollution_1324
src_Management-Organisation_3765,src_Uprising_3941
src_Queen_4690,src_Dramaturge_2804
src_Artistic-Style_4105,src_Religious-Order_2597
src_King_3038,src_Painter_4433
src_Religious-Leader_1642,src_Uprising_225
src_Liturgical-Object_1855,src_Time_3301
src_Philosopher_4493,src_Monastery_2232
src_Settlement_1146,src_Pollution_3961
src_Natural-Object_3581,src_Military-Person_2144
src_Building_1883,src_Conceptual-Object_1026
src_Social-Group_2155,src_Period_1500
src_War_2444,src_Trial_4424
src_Secular-Leader_678,src_Crime_4311
src_Leader_1829,src_Piece-of-Music_1819
src_Philosopher_2970,src_Prince_1407
src_Religious-Leader_2813,src_Journal_606
src_Intellectual-Construct_3061,src_Technical-Scientific-Advance_2477
src_Badge_1543,src_Religious-Organisation_2766
src_Cleric_3485,src_Economic-Organisation_3658
src_Prince_445,src_Social-Group_1922
src_Sculptor_331,src_Category_3145
src_Pamphlet_4665,src_Politician_1681
src_Person_2714,src_Church-Reformer_3321
src_Physician_750,src_Musician_4513
src_Jurist_4343,src_Individual_4738
src_Abstract-Notion_3611,src_Emperor_4780
src_Dancer_3338,src_Economist_428
src_Inventor_735,src_Clothing_2250
src_Governmental-Organisation_3100,src_National-Symbol_69
src_Economic-Process_822,src_Dramaturge_4771
src_Pope_2287,src_Event_1873
src_Animal_4106,src_Artefact_2652
src_Sportsman_257,src_Object_937
src_Secular-Movement_4338,src_Trade-Association_2423
src_Badge_560,src_Religious-Symbol_1015
src_Musician_334,src_Dynasty_2637
src_Political-Organisation_3654,src_Food_62
src_Piece-of-Music_4639,src_Illness_3085
src_Scientific-Instrument_4254,src_Scientist_1964
src_Educational-Organisation_4411,src_Representative-Institution_1667
src_Philosopher_300,src_Liturgical-Object_3944
src_Role_3456,src_Military-Unit_1956
src_Village_2105,src_Military-Person_4806
src_Idea_1428,src_Board_3614
src_Artistic-Movement_197,src_FuzzyTemporalInterval_192
src_Religious-Ideology_187,src_Non-Military-Conflict_4930
src_Cathedral_2266,src_Geographical-Feature_708
src_Philanthropist_3960,src_Time_1467
src_Head-of-State_687,src_Queen_794
src_Badge_1993,src_Cleric_4270
src_Artistic-Style_4642,src_Inventor_4973
src_Professor_2559,src_Legislation_3842
src_Location_2436,src_Intellectual-Construct_1847
src_Economic-Process_4203,src_Period-in-Office_4127
src_Meeting_209,src_Secular-Leader_2462
src_Legislation_2954,src_Geographical-Feature_4912
src_Economic-Organisation_3933,src_Economic-Organisation_2755
src_Object_266,src_Category_1435
src_Religious-Leader_343,src_Location-Part-Relation_1920
src_Cultural-Agreement_434,src_Masonic-Lodge_1661
src_Time-Dependent-Relation_1625,src_Fictional-Person_3207
src_Film-Maker_4189,src_TemporalInterval_2808
src_Period_3461,src_Piece-of-Music_679
src_Disaster_1855,src_Time-Dependent-Relation_1622
src_Board_81,src_Management-Organisation_2616
src_Population-Movement_4758,src_Criminal_1549
src_Artefact_3948,src_Location_4755
src_Queen_4201,src_Sultan_474
src_Scandal_3422,src_Religious-Community_1612
src_Badge_2644,src_Art-Form_1680
src_Individual_1555,src_Educational-Organisation_2218
src_Theologian_3978,src_Life-Event_2880
src_Person_4088,src_Art-Form_1171
src_Religious-Symbol_1529,src_Pollution_4528
src_Clothing_3892,src_Trial_1258
src_Train_1297,src_Philanthropist_1934
src_Scientist_3776,src_Meeting_3467
src_Pamphlet_1044,src_Piece-of-Music_3892
src_Scientific-Instrument_247,src_Scientific-Instrument_1603
src_Discoverer_2343,src_Uprising_4587
src_Religious-Community_1062,src_Animal_122
src_Village_2975,src_Measurable-Trend_3497
src_Political-Region_2948,src_International-Alliance_1818
src_Military-Person_4397,src_Minister_2829
src_Non-Military-Conflict_2219,src_National-Symbol_927
src_Emperor_3082,src_Meeting_7
src_Ideology_1460,src_Pamphlet_3270
src_Public-Oration_3539,src_Art-Form_1563
src_Trades-Unionist_1719,src_Politician_648
src_Social-Group_2597,src_Abbey_4812
src_Diplomat_4816,src_Prince_510
src_Disaster_2241,src_Village_3826
src_Scandal_3586,src_Religious-Symbol_1940
src_Organisation_2641,src_Scandal_3878
src_Secular-Movement_3464,src_Composer_927
src_Economic-Organisation_2721,src_Pollution_1939
src_Saint_286,src_Prince_3673
src_Trade-Association_4878,src_Clerical-Leader_4229
src_Ideology_508,src_Flavour_18
src_Clothing_4674,src_Educational-Organisation_4347
src_Journal_4451,src_Discoverer_2070
src_Landmark_3869,src_Church_2333
src_Political-Organisation_2565,src_Military-Person_979
src_Cleric_1037,src_Conductor_4384
src_Scandal_1808,src_Prince_4993
src_Clothing_3174,src_Other-Religious-Leader_4279
src_Village_3643,src_Secular-Movement_2066
src_Ship_1146,src_Head-of-State_513
src_Election_1088,src_Religious-Leader_209
src_Abbey_451,src_Party_3464
src_Animal_1392,src_International-Organisation_2932
src_Inventor_3779,src_Illness_1765
src_Social-Group_3121,src_Battle_2500
src_Geographer_1770,src_Cleric_1159
src_Category_4875,src_Disease_2506
src_Person_1143,src_Public-Oration_3419
src_Economic-Enterprise_4581,src_Object_3777
src_Trade-Association_1029,src_Geographical-Feature_2914
src_Country_1933,src_Building_4280
src_National-Symbol_2720,src_Pope_352
src_Head-of-State_525,src_Church_3807
src_Person-Role_2829,src_Secular-Movement_1752
src_Political-Region_4406,src_Clothing_1382
src_Religious-Symbol_365,src_Sculptor_3579
src_Battle_3688,src_Church_1331
src_Entertainer_3017,src_Trades-Union_1344
src_Religious-Organisation_4215,src_Architect_3434
src_Dynasty_3767,src_War_1394
src_Fictional-Person_1663,src_Crime_4076
src_Building_2107,src_War_4351
src_Artistic-Style_937,src_Sportsman_2371
src_Artefact_4774,src_Clothing_2997
src_Philanthropist_4836,src_Other-Religious-Leader_4377
src_Stereotype-Group_4723,src_Artistic-Style_3669
src_Geographical-Discovery_3803,src_Art-Form_1598
src_Artistic-Movement_1100,src_Trial_10
src_Politician_4917,src_Emperor_1553
src_Economic-Process_3897,src_Discoverer_864
src_Philosopher_2759,src_Relic_3419
src_Uprising_280,src_Pamphlet_4367
src_Secular-Leader_3660,src_Ritual_2417
src_Conductor_2341,src_Head-of-State_4886
src_International-Organisation_4525,src_Animal_3104
src_Economic-Process_148,src_Economic-Organisation_1978
src_Environment_3537,src_National-Symbol_1409
src_Movement_3097,src_Church-Reformer_3127
src_Intellectual-Construct_2982,src_TemporalInterval_3652
src_International-Organisation_4054,src_Battle_579
src_Other-Religious-Leader_1253,src_Sculptor_1246
src_Criminal_2029,src_Ship_4431
src_Management-Organisation_1369,src_Work-of-Art_629
src_Prince_4873,src_Queen_3655
src_Actor_4056,src_Social-Stratum_4712
src_Other-Religious-Leader_2873,src_Trade-Association_1239
src_Party_2848,src_Animal_4177
src_Military-Organisation_4597,src_Ship_429
src_Intellectual-Movement_3835,src_Church_3668
src_Organisation_4950,src_Abstract-Notion_2660
src_Head-of-State_4555,src_Treaty_759
src_Writing_4849,src_Writing_1692
src_National-Symbol_789,src_Economic-Organisation_586
src_Treaty_253,src_Economist_4524
src_Crime_2834,src_Entertainer_2862
src_Composer_736,src_Liturgical-Object_4635
src_Legislation_2137,src_Individual_2936
src_Cleric_4829,src_Relic_4512
src_Intellectual-Construct_3646,src_Foreign-Minister_1612
src_Secular-Ideology_2864,src_Technical-Scientific-Advance_3574
src_Composer_2446,src_Other-Religious-Leader_787
src_Representative-Institution_4199,src_Scientific-Instrument_2348
src_Masonic-Lodge_2248,src_Inventor_4903
src_Uprising_2075,src_Artistic-Movement_4519
src_Pollution_3268,src_International-Organisation_1428
src_League_1996,src_Entertainer_167
src_Public-Oration_3911,src_Object_1743
src_Piece-of-Music_2849,src_National-Symbol_2553
src_Life-Event_3757,src_Water_712
src_Inventor_1629,src_Flavour_2553
src_Sculpture_4845,src_Painter_1825
src_Military-Person_2026,src_Geographical-Discovery_1829
src_Journalist_1881,src_Legislation_990
src_Military-Organisation_2649,src_Representative-Institution_4367
src_Pope_4482,src_Secular-Leader_4756
src_Technical-Scientific-Advance_3879,src_Country_977
src_Non-Military-Conflict_695,src_University_2284
src_Animal_2658,src_Fictional-Event_2872
src_Ethnic-Group_3359,src_Pollution_4510
src_Secular-Ideology_4586,src_Politician_3394
src_Trades-Union_1521,src_Geographical-Region_1336
src_War_4320,src_Entertainer_3666
src_Theologian_3227,src_Work-of-Art_2503
src_Saint_2481,src_Ritual_2737
src_Management-Organisation_304,src_International-Organisation_2458
src_Art-Form_2035,src_Piece-of-Music_2660
src_Time-Dependent_1392,src_Village_2372
src_Village_1805,src_Secular-Ideology_1218
src_Ethnic-Group_3939,src_Journalist_2008
src_Legislation_4539,src_Management-Organisation_4933
src_Sculpture_1253,src_Time-Dependent-Relation_1684
src_Management-Organisation_720,src_Person-Role_1814
src_Time-Dependent_748,src_Other-Religious-Person_3480
src_Disease_1154,src_Meeting_2730
src_War_3821,src_Writing_4254
src_Pamphlet_1490,src_Engineer_4993
src_Sculpture_330,src_Food_3617
src_Masonic-Lodge_2608,src_Ecclesiarch_963
src_Dynasty_3182,src_Country_4448
src_VicodiOI_1666,src_Functionary_1163
src_Religious-Symbol_2046,src_Business-Leader_3882
src_Village_4909,src_Engineer_4566
src_Political-Symbol_4153,src_Trial_2360
src_Geographical-Region_1402,src_TemporalInterval_3290
src_Sportsman_2425,src_Political-Symbol_4936
src_Musician_3738,src_Technical-Scientific-Advance_3281
src_Time-Dependent_4344,src_Publisher_1574
src_Author_4154,src_International-Organisation_4181
src_Crime_1083,src_Inventor_1642
src_Politician_4528,src_Building_3859
src_Language_3378,src_Scandal_3326
src_Time-Dependent-Relation_3699,src_Military-Person_4874
src_Theologian_4173,src_Church_759
src_TemporalInterval_1582,src_Clothing_1115
src_Language_3216,src_Water_4529
src_Battle_2340,src_Musician_2456
src_Event_4063,src_International-Organisation_2149
src_Object_1597,src_Location-Part-Relation_3558
src_Church-Reformer_3730,src_Conceptual-Object_429
src_Uprising_3168,src_Trade-Association_45
src_Public-Oration_1370,src_FuzzyTemporalInterval_3187
src_Church-Reformer_1910,src_Military-Organisation_668
src_Economic-Symbol_4017,src_Movement_4831
src_Person_917,src_Party_4615
src_Scientist_1478,src_Treaty_1968
src_Election_3210,src_Work-of-Art_2179
src_Politician_174,src_Flavour_3063
