src_Non-Military-Conflict_2618,src_Measurable-Trend_215
src_Economic-Enterprise_928,src_Natural-Object_3044
src_Head-of-Government_4266,src_Geographical-Feature_842
src_Armament_4794,src_Economic-Organisation_3578
src_Disaster_4067,src_City_3293
src_Country_4368,src_Dynasty_4895
src_Disease_2572,src_Cathedral_1355
src_Social-Group_4294,src_Public-Oration_2614
src_Painting_4955,src_Criminal_2845
src_International-Organisation_3284,src_International-Organisation_4268
src_Language_2246,src_Geographical-Discovery_4380
src_Disaster_3672,src_Economic-Symbol_3976
src_Secular-Leader_3630,src_Church-Reformer_317
src_Time-Dependent_2412,src_Illness_4459
src_Philosopher_3583,src_Foreign-Minister_1196
src_Structure_854,src_Monastery_4951
src_Philosopher_3422,src_Ecclesiarch_1633
src_Professor_3026,src_Dynasty_1098
src_Geographer_4265,src_Intellectual-Movement_2775
src_Conceptual-Object_3962,src_Diplomat_3889
src_Film-Maker_4578,src_League_4114
src_Social-Stratum_894,src_Church_2287
src_Battle_212,src_Political-Organisation_782
src_Train_2796,src_Theologian_205
src_International-Alliance_140,src_City_3908
src_Population-Movement_2504,src_Sculpture_3217
src_Natural-Object_545,src_Time-Dependent-Relation_455
src_Religious-Symbol_3204,src_Population-Movement_4785
src_Politician_939,src_Relic_3856
src_Educational-Organisation_761,src_Political-Region_2391
src_Liturgical-Object_4231,src_Ecclesiarch_3367
src_Liturgical-Object_2068,src_Book_2100
src_Illness_881,src_Art-Form_1755
src_Treaty_3881,src_Intra-State-Group_302
src_Individual_1231,src_Pamphlet_1398
src_Train_3435,src_Monastery_2428
src_Abbey_3061,src_Military-Unit_4276
src_Architect_114,src_Armament_342
src_Painter_2547,src_Functionary_1042
src_Language_1186,src_Minister_1495
src_Technical-Scientific-Advance_2128,src_Prince_3872
src_Astronaut_2762,src_Discoverer_4061
src_Religious-Order_1506,src_FuzzyTemporalInterval_537
src_Sportsman_1682,src_Other-Religious-Leader_3453
src_Secular-Ideology_3659,src_Legislation_2248
src_Intellectual-Construct_627,src_Country_4809
src_Time_2117,src_Illness_1179
src_Symbol_331,src_Scandal_1571
src_Period_1142,src_Newspaper_3865
src_Language_982,src_Artistic-Style_473
src_Intellectual-Construct_4053,src_Economist_2517
src_Painter_4397,src_Disaster_2793
src_Religious-Community_3578,src_Train_2994
src_Politician_3242,src_Social-Stratum_203
src_Landmark_4617,src_Management-Organisation_1398
src_Period-in-Office_4569,src_Educational-Organisation_2476
src_Monastery_2871,src_Religious-Organisation_1913
src_City_2945,src_Water_3903
src_Village_4091,src_Other-Religious-Leader_965
src_Author_2928,src_Scientific-Instrument_939
src_Cultural-Organisation_438,src_Pope_4629
src_Person-Role_882,src_Abstract-Notion_2930
src_Scientist_3107,src_Water_1111
src_Dynasty_331,src_Life-Event_4837
src_Vehicle_1735,src_Professor_20
src_Intellectual-Construct_3831,src_Dancer_2226
src_Monastery_3665,src_Cultural-Agreement_2013
src_Election_4280,src_Object_2872
src_Social-Group_770,src_Ethnic-Group_1261
src_Head-of-State_440,src_Religious-Community_631
src_Animal_342,src_Military-Unit_779
src_TemporalInterval_778,src_Ecclesiarch_1387
src_Leader_3089,src_Journal_646
src_FuzzyTemporalInterval_3109,src_Object_4240
src_Church_2011,src_Structure_1849
src_Liturgical-Object_1968,src_Abbey_4124
src_Relic_860,src_Work-of-Art_4566
src_Painter_31,src_Jurist_3969
src_Life-Event_3543,src_Religious-Leader_37
src_Economic-Enterprise_1380,src_Scientist_2450
src_Settlement_2675,src_Emperor_4452
src_Geographical-Discovery_454,src_Time-Dependent-Relation_914
src_Event_3012,src_Vehicle_3645
src_Movement_2165,src_Time_802
src_Liturgical-Object_126,src_Secular-Movement_4853
src_Field-of-Knowledge_3627,src_Measurable-Trend_1522
src_Politician_2570,src_Political-Organisation_4760
src_Publisher_2900,src_Village_2781
src_Publisher_1151,src_Secular-Leader_1832
src_Magnate_4142,src_Conceptual-Object_4343
src_Other-Religious-Person_2794,src_Artist_3925
src_Movement_2233,src_Food_3103
src_VicodiOI_637,src_Object_884
src_Geographical-Discovery_16,src_Cultural-Agreement_871
src_Secular-Movement_3867,src_Natural-Object_1778
src_Emperor_2822,src_Conceptual-Object_385
src_Geographical-Discovery_3097,src_Discoverer_1680
src_Economic-Organisation_625,src_National-Symbol_4585
src_Cultural-Agreement_1159,src_Author_4662
src_Commodity_2258,src_Sportsman_3191
src_Conceptual-Object_4037,src_Entertainer_2969
src_Ship_1563,src_Journalist_2268
src_Engineer_1206,src_Journalist_1575
src_Ideology_4199,src_Dramaturge_3033
src_Election_1919,src_Political-Organisation_4062
src_Organisation_3748,src_Architect_3797
src_War_1000,src_Political-Symbol_2923
src_Economic-Organisation_2204,src_City_750
src_Symbol_3249,src_Individual_3455
src_Trial_2167,src_Intellectual-Movement_4428
src_Movement_1382,src_Trades-Union_1753
src_Trades-Union_1577,src_Liturgical-Object_4595
src_International-Organisation_564,src_Social-Stratum_944
src_Political-Symbol_146,src_Period_2855
src_Art-Form_3721,src_Composer_3672
src_Illness_2881,src_Object_1015
src_Entertainer_2543,src_Language_1714
src_Trades-Union_24,src_Trade-Association_212
src_League_1840,src_Geographical-Region_4973
src_Religious-Practice_2059,src_Disaster_4880
src_Commodity_571,src_Entertainer_3122
src_Field-of-Knowledge_3880,src_Political-Organisation_1890
src_Legislation_1813,src_Movement_4585
src_Religious-Symbol_791,src_Symbol_1830
src_Geographer_1017,src_Time-Dependent-Relation_3550
src_Other-Religious-Person_2826,src_Creator_775
src_Geographical-Region_696,src_Dancer_2112
src_Abbey_4782,src_Illness_655
src_Diplomat_2625,src_Conductor_3846
src_Stereotype-Group_3600,src_Military-Unit_2635
src_Entertainer_2857,src_Cleric_4426
src_Life-Event_4065,src_Book_2369
src_Person-Role_2156,src_Inventor_4023
src_Cultural-Agreement_4114,src_Party_1370
src_Liturgical-Object_3946,src_Church_3949
src_Diplomat_2432,src_Religious-Organisation_1106
src_Philanthropist_1505,src_Physician_961
src_Ship_2600,src_Scientist_4141
src_Stereotype-Group_1082,src_Cultural-Organisation_1679
src_University_3099,src_Legislation_3042
src_Physician_3563,src_Business-Leader_642
src_Engineer_4771,src_Scientific-Instrument_3449
src_Pamphlet_1833,src_Abstract-Notion_504
src_Geographical-Discovery_4692,src_Train_2310
src_Cleric_1601,src_Object_1544
src_Economist_3155,src_Military-Person_2477
src_Disease_3177,src_Ecclesiarch_1333
src_Political-Symbol_2418,src_Scientist_725
src_Political-Organisation_2892,src_Treaty_3210
src_Economic-Enterprise_4321,src_Economic-Organisation_176
src_Field-of-Knowledge_4979,src_Inventor_1477
src_International-Organisation_4254,src_Clothing_3199
src_War_1283,src_International-Alliance_1534
src_Symbol_3342,src_Ship_4871
src_Social-Group_3437,src_Period_1382
src_Cultural-Organisation_3041,src_Physician_4360
src_Secular-Ideology_3417,src_Piece-of-Music_1746
src_Economic-Enterprise_3721,src_Church-Reformer_2298
src_Religious-Organisation_1682,src_Philanthropist_2984
src_Board_3018,src_Pollution_1592
src_Journal_2972,src_Ideology_3278
src_Meeting_443,src_Trade-Association_4590
src_Ritual_3553,src_Dramaturge_2896
src_Board_3788,src_Economic-Symbol_325
src_Armament_3511,src_Individual_3768
src_Artistic-Movement_246,src_Cultural-Organisation_2964
src_Head-of-State_3506,src_Economic-Organisation_4173
src_Trial_3421,src_Water_1325
src_Writing_1528,src_Technical-Scientific-Advance_2535
src_Educational-Organisation_888,src_Foreign-Minister_1088
src_Building_3216,src_Measurable-Trend_870
src_Geographer_4567,src_Badge_4544
src_Musician_4002,src_Fictional-Person_992
src_Ideology_3876,src_Business-Leader_3713
src_Queen_281,src_Architect_2713
src_Entertainer_1842,src_Badge_2428
src_Measurable-Trend_1979,src_Emperor_3098
src_Work-of-Art_3537,src_Cultural-Organisation_598
src_Disease_4847,src_Economic-Process_4460
src_Period_4415,src_Psychologist_1255
src_Field-of-Knowledge_3077,src_Vehicle_4044
src_Abstract-Notion_2535,src_Religious-Leader_4542
src_Art-Form_137,src_Dramaturge_4751
src_Artist_382,src_Secular-Movement_4407
src_Religious-Movement_576,src_Natural-Object_3468
src_Leader_3272,src_Economic-Enterprise_2287
src_Engineer_2233,src_Cleric_4766
src_Village_2463,src_Artist_2964
src_Inventor_1245,src_Settlement_2137
src_Trades-Unionist_3012,src_Abstract-Notion_2719
src_FuzzyTemporalInterval_2208,src_Liturgical-Object_4690
src_Economic-Process_3827,src_Governmental-Organisation_4755
src_Religious-Order_189,src_Entertainer_4794
src_Political-Region_1059,src_Church_4029
src_Event_316,src_Economic-Process_3881
src_Artefact_1363,src_Time_1259
src_Church_1671,src_Natural-Object_4268
src_Organisation_2494,src_Pamphlet_2559
src_Board_3415,src_Religious-Leader_4848
src_Economist_2287,src_Clerical-Leader_4211
src_Geographical-Region_908,src_Uprising_4622
src_Religious-Practice_2413,src_Village_4276
src_Fictional-Person_3754,src_Individual_3375
src_Location-Part-Relation_4992,src_Saint_3274
src_Queen_1917,src_Other-Religious-Leader_4024
src_Disease_4433,src_Ideology_435
src_Abbey_2925,src_Journal_869
src_Business-Leader_1718,src_Dynasty_3188
src_Pastime_3921,src_Dancer_862
src_Conceptual-Object_2875,src_Train_602
src_Intellectual-Movement_2048,src_Fictional-Event_2982
src_Scandal_4145,src_Political-Organisation_3994
src_Secular-Movement_2827,src_Stereotype-Group_1049
src_Natural-Object_2730,src_Religious-Organisation_1839
src_Church-Reformer_1629,src_Military-Unit_1075
src_Geographical-Feature_3354,src_Language_4010
src_Journalist_322,src_Location_1141
src_Landmark_1895,src_Entertainer_1337
src_Non-Military-Conflict_3978,src_Organisation_2897
src_Sculpture_2330,src_Journalist_4770
src_Theologian_4351,src_Ethnic-Group_2747
src_Geographical-Discovery_3892,src_Prince_2582
src_Individual_1050,src_Ethnic-Group_3471
src_Religious-Symbol_3209,src_Church-Reformer_4313
src_War_3993,src_Intellectual-Movement_615
src_Secular-Movement_1431,src_Food_1598
src_Engineer_2244,src_Writing_4516
src_Social-Stratum_1439,src_Ship_4420
src_Psychologist_3371,src_Country_474
src_Non-Military-Conflict_3051,src_Location_981
src_Newspaper_2825,src_Scientist_1550
src_Painting_4246,src_Economic-Enterprise_4500
src_Village_2140,src_Painting_585
src_Settlement_1599,src_Social-Group_4572
src_Person_2833,src_Intellectual-Construct_3723
src_Military-Organisation_1981,src_Educational-Organisation_2893
src_Artist_908,src_Crime_4210
src_Scientist_123,src_University_3768
src_City_3822,src_Painting_2875
src_Painter_3085,src_Fictional-Person_2175
src_Field-of-Knowledge_20,src_Conductor_1909
src_Time-Dependent-Relation_2385,src_Cultural-Agreement_968
src_Secular-Ideology_3239,src_Painting_3683
src_Business-Leader_3727,src_Journalist_1177
src_Uprising_1734,src_League_240
src_Disease_2529,src_King_4874
src_Cultural-Agreement_3853,src_Astronaut_1882
src_Artistic-Movement_203,src_Book_224
src_Scientific-Instrument_3608,src_Economic-Process_2881
src_Field-of-Knowledge_3779,src_City_1302
src_Ethnic-Group_400,src_Writing_998
src_Conductor_1329,src_Time-Dependent_1051
src_Economic-Enterprise_524,src_Management-Organisation_4606
src_Astronaut_3184,src_Animal_3224
src_Time-Dependent-Relation_1601,src_Social-Stratum_3159
src_Period-in-Office_2619,src_Creator_2809
src_Political-Organisation_1579,src_Symbol_2839
src_Psychologist_1544,src_Religious-Order_121
src_Religious-Practice_1145,src_Scandal_2322
src_Ship_1296,src_Geographical-Region_2448
src_Educational-Organisation_1908,src_Category_522
src_Cultural-Organisation_2220,src_Painting_4062
src_Clerical-Leader_3143,src_Work-of-Art_3534
src_Film-Maker_4009,src_Other-Religious-Person_4078
src_Head-of-State_4280,src_Secular-Movement_4301
src_Writing_877,src_Environment_1182
src_Economist_61,src_Food_682
src_Religious-Movement_1639,src_Politician_2003
src_Religious-Order_3400,src_Management-Organisation_3847
src_Military-Unit_3570,src_Building_3215
src_Geographical-Discovery_1515,src_Military-Unit_460
src_Masonic-Lodge_4066,src_Social-Group_3845
src_Artistic-Style_2036,src_Animal_4886
src_Pastime_2188,src_Cultural-Organisation_2265
src_Theologian_810,src_Party_3610
src_Pamphlet_4642,src_Diplomat_4217
src_Dancer_1293,src_Economic-Organisation_2929
src_Board_1221,src_Abstract-Notion_432
src_Event_3337,src_Writing_3923
src_King_2296,src_Object_560
src_Religious-Organisation_835,src_Art-Form_3295
src_International-Alliance_587,src_Armament_1477
src_Publisher_1218,src_Political-Symbol_4230
src_Journalist_4725,src_City_3806
src_Professor_1726,src_Engineer_573
src_Ethnic-Group_617,src_Journalist_653
src_TemporalInterval_4724,src_Ship_2641
src_Theologian_2297,src_Intellectual-Movement_859
src_Location_4240,src_Film-Maker_490
src_Religious-Order_2485,src_Uprising_4015
src_International-Alliance_2226,src_Food_1314
src_Political-Organisation_653,src_TemporalInterval_254
src_Management-Organisation_2825,src_Period-in-Office_4549
src_Creator_2690,src_Art-Form_2465
src_Military-Person_4130,src_Illness_1609
src_Pamphlet_4521,src_Trades-Unionist_332
src_Intellectual-Construct_2689,src_Governmental-Organisation_4933
src_Stereotype-Group_3735,src_Geographical-Feature_2298
src_Dancer_3853,src_Management-Organisation_1483
src_Country_3781,src_Scandal_3020
src_Church_792,src_War_3351
src_Dancer_3853,src_Inventor_977
src_Disaster_1893,src_Board_1231
src_Village_2882,src_Relic_1517
src_Political-Organisation_4824,src_Scientific-Instrument_4370
src_Structure_1524,src_Conceptual-Object_620
src_Scientific-Instrument_17,src_Jurist_4427
src_Religious-Leader_241,src_Location-Part-Relation_1245
src_Secular-Ideology_592,src_Economic-Symbol_78
src_Geographer_2141,src_Monastery_41
src_Scientist_778,src_Head-of-State_919
src_Field-of-Knowledge_1906,src_Entertainer_3410
src_Educational-Organisation_1346,src_Illness_2623
src_Minister_3464,src_Armament_2759
src_Military-Organisation_2128,src_Painter_280
src_Religious-Practice_3222,src_Pastime_588
src_Illness_589,src_Dramaturge_1974
src_Badge_3630,src_Social-Stratum_3892
src_Art-Form_2684,src_Dancer_1565
src_Art-Form_2428,src_Intra-State-Group_1033
src_Trial_3067,src_Election_1575
src_Period-in-Office_3015,src_Uprising_2631
src_War_3431,src_Intra-State-Group_2301
src_Military-Organisation_3239,src_Intellectual-Construct_3902
src_International-Alliance_4603,src_Treaty_395
src_Head-of-Government_1636,src_Cathedral_1919
src_League_529,src_Religious-Symbol_726
src_Clerical-Leader_4597,src_Badge_556
src_Sculpture_1070,src_Conductor_326
src_Trades-Union_1694,src_Author_329
src_Trades-Union_3474,src_Composer_3470
src_Saint_392,src_Theologian_111
src_Vehicle_3741,src_Political-Organisation_3721
src_Movement_780,src_Environment_3125
src_Fictional-Person_3059,src_Diplomat_2493
src_Intellectual-Movement_4840,src_Sportsman_2199
src_Secular-Leader_4728,src_Religious-Ideology_3329
src_Religious-Practice_4504,src_Monastery_3361
src_Military-Unit_4133,src_Journalist_287
src_Writing_2317,src_Conductor_979
src_Symbol_4704,src_Religious-Community_1108
src_Politician_1665,src_Scandal_3316
src_Uprising_2135,src_TemporalInterval_2373
src_Field-of-Knowledge_3369,src_Location_1927
src_Person-Role_3174,src_Water_1498
src_Economic-Symbol_1081,src_Management-Organisation_1523
src_Ideology_2251,src_Functionary_3589
src_Location_3179,src_Painting_549
src_Village_4344,src_Functionary_2833
src_University_3944,src_Military-Person_749
src_FuzzyTemporalInterval_3889,src_Country_100
src_Idea_1596,src_Secular-Ideology_2672
src_League_3681,src_Commodity_551
src_Military-Person_1133,src_Head-of-State_3730
src_Technical-Scientific-Advance_185,src_Film-Maker_3458
src_Trade-Association_653,src_Scientist_2193
src_Location_697,src_Pope_4715
src_Sculpture_1347,src_Object_3855
src_Disease_4516,src_Architect_3798
src_Building_3605,src_Legislation_1654
src_International-Alliance_808,src_Scandal_4075
src_Other-Religious-Leader_57,src_Abbey_779
src_Economic-Organisation_2427,src_Economic-Symbol_2508
src_Magnate_4895,src_Painter_373
src_Secular-Movement_3255,src_Intellectual-Construct_3598
src_Language_640,src_Military-Organisation_1596
src_Field-of-Knowledge_2782,src_Environment_2893
src_Period_777,src_Church-Reformer_3172
src_Abbey_2973,src_International-Alliance_178
src_Scientific-Instrument_3440,src_Person-Role_2897
src_Meeting_2021,src_Role_422
src_Party_1317,src_Prince_4723
src_Author_4021,src_Geographical-Feature_1910
src_Building_3890,src_Functionary_1433
src_Fictional-Event_3505,src_Sculpture_2926
src_Ritual_1947,src_Board_1959
src_Landmark_78,src_Scientist_1648
src_Actor_2559,src_VicodiOI_2562
src_Time-Dependent-Relation_4410,src_Political-Symbol_1588
src_Engineer_4124,src_Time-Dependent_1151
src_International-Organisation_3216,src_Musician_4759
src_Abstract-Notion_1422,src_Economic-Organisation_1162
src_Role_2226,src_Flavour_2342
src_Religious-Practice_112,src_Functionary_1595
src_Train_3285,src_Armament_3617
src_Political-Region_1592,src_Religious-Organisation_4527
src_Pastime_136,src_Life-Event_218
src_Fictional-Person_3527,src_Commodity_951
src_Foreign-Minister_4284,src_War_981
src_Disaster_2678,src_Religious-Movement_234
src_Disaster_980,src_International-Organisation_2808
src_Geographical-Discovery_330,src_Political-Symbol_1315
src_Religious-Leader_3006,src_Educational-Organisation_274
src_Religious-Practice_4889,src_Military-Person_2479
src_Political-Region_497,src_Environment_445
src_Individual_4666,src_Board_821
src_Economic-Organisation_973,src_University_1317
src_Measurable-Trend_1825,src_Badge_4957
src_Sultan_2829,src_Actor_1240
src_War_935,src_Trades-Unionist_2628
src_Category_4055,src_Intellectual-Movement_4485
src_Location_3653,src_Pollution_3300
src_Religious-Practice_1938,src_Intellectual-Movement_2959
src_Musician_4802,src_Social-Group_3486
src_Crime_3590,src_Criminal_4593
src_Saint_1792,src_Dynasty_473
src_Actor_1679,src_Painting_4410
src_Criminal_3107,src_King_3633
src_Political-Organisation_1826,src_Artefact_1064
src_Religious-Movement_1329,src_Political-Region_3907
src_Stereotype-Group_1230,src_Abstract-Notion_278
src_Religious-Practice_2618,src_Other-Religious-Leader_4629
